game_id,season,week,team,def_value_pre,def_value_post
2025_07_LAR_JAX,2025,7,JAX,-7.342,-8.029
2025_09_JAX_OAK,2025,9,JAX,-8.029,-10.575
2025_10_JAX_HOU,2025,10,JAX,-10.575,-12.271
2025_11_LAC_JAX,2025,11,JAX,-12.271,-9.03
2025_12_JAX_ARI,2025,12,JAX,-9.03,-9.414
2025_13_JAX_TEN,2025,13,JAX,-9.414,-8.396
2025_14_IND_JAX,2025,14,JAX,-8.396,-5.757
2025_15_NYJ_JAX,2025,15,JAX,-5.757,-5.0
2025_16_JAX_DEN,2025,16,JAX,-5.0,-4.639
2025_17_JAX_IND,2025,17,JAX,-4.639,-3.57
2025_18_TEN_JAX,2025,18,JAX,-3.57,-3.492
2025_19_BUF_JAX,2025,19,JAX,-3.492,-5.123
2026_01_CLE_JAX,2026,1,JAX,-3.284,-2.481
1999_01_KC_CHI,1999,1,KC,0.0,-2.488
1999_02_DEN_KC,1999,2,KC,-2.488,-1.681
1999_03_DET_KC,1999,3,KC,-1.681,-0.762
1999_04_KC_LAC,1999,4,KC,-0.762,0.133
1999_05_NE_KC,1999,5,KC,0.133,0.591
1999_07_KC_BAL,1999,7,KC,0.591,1.978
1999_08_LAC_KC,1999,8,KC,1.978,2.595
1999_09_KC_IND,1999,9,KC,2.595,1.139
1999_10_KC_TB,1999,10,KC,1.139,-0.437
1999_11_SEA_KC,1999,11,KC,-0.437,-1.014
1999_12_KC_OAK,1999,12,KC,-1.014,-1.35
1999_13_KC_DEN,1999,13,KC,-1.35,-0.886
1999_14_MIN_KC,1999,14,KC,-0.886,-0.689
1999_15_PIT_KC,1999,15,KC,-0.689,-0.137
1999_16_KC_SEA,1999,16,KC,-0.137,-1.59
1999_17_OAK_KC,1999,17,KC,-1.59,-1.589
2000_01_IND_KC,2000,1,KC,-1.019,-1.041
2000_02_KC_TEN,2000,2,KC,-1.041,0.452
2000_04_KC_DEN,2000,4,KC,0.452,-0.024
2000_05_SEA_KC,2000,5,KC,-0.024,0.98
2000_07_OAK_KC,2000,7,KC,0.98,-1.476
2000_08_LAR_KC,2000,8,KC,-1.476,0.917
2000_09_KC_SEA,2000,9,KC,0.917,1.181
2000_10_KC_OAK,2000,10,KC,1.181,-1.67
2000_11_KC_SF,2000,11,KC,-1.67,-3.262
2000_12_BUF_KC,2000,12,KC,-3.262,-5.002
2000_13_KC_LAC,2000,13,KC,-5.002,-3.387
2000_14_KC_NE,2000,14,KC,-3.387,-5.374
2000_15_CAR_KC,2000,15,KC,-5.374,-6.066
2000_16_DEN_KC,2000,16,KC,-6.066,-7.006
2000_17_KC_ATL,2000,17,KC,-7.006,-9.127
2001_01_OAK_KC,2001,1,KC,-5.85,-7.208
2001_02_NYG_KC,2001,2,KC,-7.208,-5.728
2001_03_KC_WAS,2001,3,KC,-5.728,-5.238
2001_04_KC_DEN,2001,4,KC,-5.238,-3.381
2001_05_PIT_KC,2001,5,KC,-3.381,-3.927
2001_06_KC_ARI,2001,6,KC,-3.927,-5.622
2001_07_IND_KC,2001,7,KC,-5.622,-4.915
2001_08_KC_LAC,2001,8,KC,-4.915,-2.428
2001_09_KC_NYJ,2001,9,KC,-2.428,-2.348
2001_11_SEA_KC,2001,11,KC,-2.348,-2.927
2001_12_PHI_KC,2001,12,KC,-2.927,-4.065
2001_13_KC_OAK,2001,13,KC,-4.065,-4.05
2001_14_DEN_KC,2001,14,KC,-4.05,-5.65
2001_15_LAC_KC,2001,15,KC,-5.65,-6.606
2001_17_KC_SEA,2001,17,KC,-6.606,-6.711
2002_01_KC_CLE,2002,1,KC,-4.302,-7.888
2002_02_JAX_KC,2002,2,KC,-7.888,-10.323
2002_03_KC_NE,2002,3,KC,-10.323,-12.847
2002_04_MIA_KC,2002,4,KC,-12.847,-12.234
2002_05_KC_NYJ,2002,5,KC,-12.234,-12.882
2002_06_KC_LAC,2002,6,KC,-12.882,-14.649
2002_07_DEN_KC,2002,7,KC,-14.649,-16.572
2002_08_OAK_KC,2002,8,KC,-16.572,-16.751
2002_10_KC_SF,2002,10,KC,-16.751,-14.647
2002_11_BUF_KC,2002,11,KC,-14.647,-14.272
2002_12_KC_SEA,2002,12,KC,-14.272,-17.602
2002_13_ARI_KC,2002,13,KC,-17.602,-14.297
2002_14_LAR_KC,2002,14,KC,-14.297,-13.154
2002_15_KC_DEN,2002,15,KC,-13.154,-13.283
2002_16_LAC_KC,2002,16,KC,-13.283,-15.128
2002_17_KC_OAK,2002,17,KC,-15.128,-13.112
2003_01_LAC_KC,2003,1,KC,-8.405,-7.469
2003_02_PIT_KC,2003,2,KC,-7.469,-5.992
2003_03_KC_HOU,2003,3,KC,-5.992,-6.747
2003_04_KC_BAL,2003,4,KC,-6.747,-4.746
2003_05_DEN_KC,2003,5,KC,-4.746,-5.574
2003_06_KC_GB,2003,6,KC,-5.574,-6.202
2003_07_KC_OAK,2003,7,KC,-6.202,-3.383
2003_08_BUF_KC,2003,8,KC,-3.383,-1.24
2003_10_CLE_KC,2003,10,KC,-1.24,-1.127
2003_11_KC_CIN,2003,11,KC,-1.127,-1.617
2003_12_OAK_KC,2003,12,KC,-1.617,-3.582
2003_13_KC_LAC,2003,13,KC,-3.582,-3.724
2003_14_KC_DEN,2003,14,KC,-3.724,-5.146
2003_15_DET_KC,2003,15,KC,-5.146,-5.25
2003_16_KC_MIN,2003,16,KC,-5.25,-6.318
2003_17_CHI_KC,2003,17,KC,-6.318,-4.137
2003_19_IND_KC,2003,19,KC,-4.137,-4.875
2004_01_KC_DEN,2004,1,KC,-3.125,-3.392
2004_02_CAR_KC,2004,2,KC,-3.392,-3.124
2004_03_HOU_KC,2004,3,KC,-3.124,-2.72
2004_04_KC_BAL,2004,4,KC,-2.72,-2.338
2004_06_KC_JAX,2004,6,KC,-2.338,-4.338
2004_07_ATL_KC,2004,7,KC,-4.338,-1.668
2004_08_IND_KC,2004,8,KC,-1.668,-3.714
2004_09_KC_TB,2004,9,KC,-3.714,-5.393
2004_10_KC_NO,2004,10,KC,-5.393,-5.305
2004_11_NE_KC,2004,11,KC,-5.305,-5.963
2004_12_LAC_KC,2004,12,KC,-5.963,-8.567
2004_13_KC_OAK,2004,13,KC,-8.567,-10.501
2004_14_KC_TEN,2004,14,KC,-10.501,-13.494
2004_15_DEN_KC,2004,15,KC,-13.494,-12.27
2004_16_OAK_KC,2004,16,KC,-12.27,-11.121
2004_17_KC_LAC,2004,17,KC,-11.121,-12.112
2005_01_NYJ_KC,2005,1,KC,-7.764,-6.7
2005_02_KC_OAK,2005,2,KC,-6.7,-7.681
2005_03_KC_DEN,2005,3,KC,-7.681,-8.247
2005_04_PHI_KC,2005,4,KC,-8.247,-9.731
2005_06_WAS_KC,2005,6,KC,-9.731,-10.855
2005_07_KC_MIA,2005,7,KC,-10.855,-8.612
2005_08_KC_LAC,2005,8,KC,-8.612,-9.759
2005_09_OAK_KC,2005,9,KC,-9.759,-8.962
2005_10_KC_BUF,2005,10,KC,-8.962,-7.498
2005_11_KC_HOU,2005,11,KC,-7.498,-7.761
2005_12_NE_KC,2005,12,KC,-7.761,-4.881
2005_13_DEN_KC,2005,13,KC,-4.881,-4.498
2005_14_KC_DAL,2005,14,KC,-4.498,-6.234
2005_15_KC_NYG,2005,15,KC,-6.234,-5.704
2005_16_LAC_KC,2005,16,KC,-5.704,-4.745
2005_17_CIN_KC,2005,17,KC,-4.745,-2.359
2006_01_CIN_KC,2006,1,KC,-1.512,-0.39
2006_02_KC_DEN,2006,2,KC,-0.39,0.402
2006_04_SF_KC,2006,4,KC,0.402,2.832
2006_05_KC_ARI,2006,5,KC,2.832,1.387
2006_06_KC_PIT,2006,6,KC,1.387,-0.681
2006_07_LAC_KC,2006,7,KC,-0.681,-0.351
2006_08_SEA_KC,2006,8,KC,-0.351,-1.166
2006_09_KC_LAR,2006,9,KC,-1.166,-3.451
2006_10_KC_MIA,2006,10,KC,-3.451,-3.186
2006_11_OAK_KC,2006,11,KC,-3.186,-3.77
2006_12_DEN_KC,2006,12,KC,-3.77,-3.913
2006_13_KC_CLE,2006,13,KC,-3.913,-5.234
2006_14_BAL_KC,2006,14,KC,-5.234,-6.809
2006_15_KC_LAC,2006,15,KC,-6.809,-3.42
2006_16_KC_OAK,2006,16,KC,-3.42,-3.71
2006_17_JAX_KC,2006,17,KC,-3.71,-5.912
2006_18_KC_IND,2006,18,KC,-5.912,-4.948
2007_01_KC_HOU,2007,1,KC,-3.172,-4.716
2007_02_KC_CHI,2007,2,KC,-4.716,-3.404
2007_03_MIN_KC,2007,3,KC,-3.404,-1.557
2007_04_KC_LAC,2007,4,KC,-1.557,-0.037
2007_05_JAX_KC,2007,5,KC,-0.037,-0.329
2007_06_CIN_KC,2007,6,KC,-0.329,0.408
2007_07_KC_OAK,2007,7,KC,0.408,0.931
2007_09_GB_KC,2007,9,KC,0.931,0.088
2007_10_DEN_KC,2007,10,KC,0.088,-0.146
2007_11_KC_IND,2007,11,KC,-0.146,1.983
2007_12_OAK_KC,2007,12,KC,1.983,2.492
2007_13_LAC_KC,2007,13,KC,2.492,3.709
2007_14_KC_DEN,2007,14,KC,3.709,0.382
2007_15_TEN_KC,2007,15,KC,0.382,-1.285
2007_16_KC_DET,2007,16,KC,-1.285,-0.299
2007_17_KC_NYJ,2007,17,KC,-0.299,-0.082
2008_01_KC_NE,2008,1,KC,-0.053,1.355
2008_02_OAK_KC,2008,2,KC,1.355,2.176
2008_03_KC_ATL,2008,3,KC,2.176,-0.369
2008_04_DEN_KC,2008,4,KC,-0.369,-0.226
2008_05_KC_CAR,2008,5,KC,-0.226,-0.904
2008_07_TEN_KC,2008,7,KC,-0.904,-0.837
2008_08_KC_NYJ,2008,8,KC,-0.837,-0.935
2008_09_TB_KC,2008,9,KC,-0.935,-2.438
2008_10_KC_LAC,2008,10,KC,-2.438,-3.095
2008_11_NO_KC,2008,11,KC,-3.095,-2.448
2008_12_BUF_KC,2008,12,KC,-2.448,-6.794
2008_13_KC_OAK,2008,13,KC,-6.794,-6.687
2008_14_KC_DEN,2008,14,KC,-6.687,-8.038
2008_15_LAC_KC,2008,15,KC,-8.038,-9.222
2008_16_MIA_KC,2008,16,KC,-9.222,-11.112
2008_17_KC_CIN,2008,17,KC,-11.112,-11.212
2009_01_KC_BAL,2009,1,KC,-7.187,-8.89
2009_02_OAK_KC,2009,2,KC,-8.89,-6.759
2009_03_KC_PHI,2009,3,KC,-6.759,-9.96
2009_04_NYG_KC,2009,4,KC,-9.96,-10.593
2009_05_DAL_KC,2009,5,KC,-10.593,-11.683
2009_06_KC_WAS,2009,6,KC,-11.683,-9.919
2009_07_LAC_KC,2009,7,KC,-9.919,-11.426
2009_09_KC_JAX,2009,9,KC,-11.426,-12.394
2009_10_KC_OAK,2009,10,KC,-12.394,-11.288
2009_11_PIT_KC,2009,11,KC,-11.288,-12.72
2009_12_KC_LAC,2009,12,KC,-12.72,-14.133
2009_13_DEN_KC,2009,13,KC,-14.133,-12.965
2009_14_BUF_KC,2009,14,KC,-12.965,-11.949
2009_15_CLE_KC,2009,15,KC,-11.949,-11.067
2009_16_KC_CIN,2009,16,KC,-11.067,-10.728
2009_17_KC_DEN,2009,17,KC,-10.728,-10.379
2010_01_LAC_KC,2010,1,KC,-6.653,-6.72
2010_02_KC_CLE,2010,2,KC,-6.72,-6.379
2010_03_SF_KC,2010,3,KC,-6.379,-5.11
2010_05_KC_IND,2010,5,KC,-5.11,-3.526
2010_06_KC_HOU,2010,6,KC,-3.526,-5.585
2010_07_JAX_KC,2010,7,KC,-5.585,-5.718
2010_08_BUF_KC,2010,8,KC,-5.718,-4.956
2010_09_KC_OAK,2010,9,KC,-4.956,-3.884
2010_10_KC_DEN,2010,10,KC,-3.884,-6.063
2010_11_ARI_KC,2010,11,KC,-6.063,-7.166
2010_12_KC_SEA,2010,12,KC,-7.166,-6.475
2010_13_DEN_KC,2010,13,KC,-6.475,-3.152
2010_14_KC_LAC,2010,14,KC,-3.152,-2.845
2010_15_KC_LAR,2010,15,KC,-2.845,-0.927
2010_16_TEN_KC,2010,16,KC,-0.927,0.281
2010_17_OAK_KC,2010,17,KC,0.281,-0.01
2010_18_BAL_KC,2010,18,KC,-0.01,-1.595
2011_01_BUF_KC,2011,1,KC,-1.022,-2.783
2011_02_KC_DET,2011,2,KC,-2.783,-5.357
2011_03_KC_LAC,2011,3,KC,-5.357,-3.516
2011_04_MIN_KC,2011,4,KC,-3.516,-2.998
2011_05_KC_IND,2011,5,KC,-2.998,-5.757
2011_07_KC_OAK,2011,7,KC,-5.757,-3.679
2011_08_LAC_KC,2011,8,KC,-3.679,-2.766
2011_09_MIA_KC,2011,9,KC,-2.766,-5.567
2011_10_DEN_KC,2011,10,KC,-5.567,-6.125
2011_11_KC_NE,2011,11,KC,-6.125,-5.004
2011_12_PIT_KC,2011,12,KC,-5.004,-4.487
2011_13_KC_CHI,2011,13,KC,-4.487,-1.034
2011_14_KC_NYJ,2011,14,KC,-1.034,-2.317
2011_15_GB_KC,2011,15,KC,-2.317,-0.815
2011_16_OAK_KC,2011,16,KC,-0.815,-0.534
2011_17_KC_DEN,2011,17,KC,-0.534,2.238
2012_01_ATL_KC,2012,1,KC,1.434,-1.303
2012_02_KC_BUF,2012,2,KC,-1.303,-2.465
2012_03_KC_NO,2012,3,KC,-2.465,-1.576
2012_04_LAC_KC,2012,4,KC,-1.576,-1.189
2012_05_BAL_KC,2012,5,KC,-1.189,1.0
2012_06_KC_TB,2012,6,KC,1.0,-0.578
2012_08_OAK_KC,2012,8,KC,-0.578,-0.271
2012_09_KC_LAC,2012,9,KC,-0.271,-1.256
2012_10_KC_PIT,2012,10,KC,-1.256,-0.228
2012_11_CIN_KC,2012,11,KC,-0.228,-1.604
2012_12_DEN_KC,2012,12,KC,-1.604,-0.562
2012_13_CAR_KC,2012,13,KC,-0.562,-2.294
2012_14_KC_CLE,2012,14,KC,-2.294,-1.956
2012_15_KC_OAK,2012,15,KC,-1.956,-1.601
2012_16_IND_KC,2012,16,KC,-1.601,-0.897
2012_17_KC_DEN,2012,17,KC,-0.897,-2.614
2013_01_KC_JAX,2013,1,KC,-1.676,1.627
2013_02_DAL_KC,2013,2,KC,1.627,1.575
2013_03_KC_PHI,2013,3,KC,1.575,3.303
2013_04_NYG_KC,2013,4,KC,3.303,4.504
2013_05_KC_TEN,2013,5,KC,4.504,4.485
2013_07_HOU_KC,2013,7,KC,4.485,3.726
2013_08_CLE_KC,2013,8,KC,3.726,1.729
2013_09_KC_BUF,2013,9,KC,1.729,1.663
2013_11_KC_DEN,2013,11,KC,1.663,2.188
2013_12_LAC_KC,2013,12,KC,2.188,-0.316
2013_13_DEN_KC,2013,13,KC,-0.316,-1.176
2013_14_KC_WAS,2013,14,KC,-1.176,0.916
2013_15_KC_OAK,2013,15,KC,0.916,1.361
2013_16_IND_KC,2013,16,KC,1.361,0.929
2013_17_KC_LAC,2013,17,KC,0.929,1.24
2013_18_KC_IND,2013,18,KC,1.24,-1.511
2014_01_TEN_KC,2014,1,KC,-0.969,-1.557
2014_02_KC_DEN,2014,2,KC,-1.557,-2.024
2014_03_KC_MIA,2014,3,KC,-2.024,-0.972
2014_04_NE_KC,2014,4,KC,-0.972,1.073
2014_05_KC_SF,2014,5,KC,1.073,2.304
2014_07_KC_LAC,2014,7,KC,2.304,3.627
2014_08_LAR_KC,2014,8,KC,3.627,5.779
2014_09_NYJ_KC,2014,9,KC,5.779,5.384
2014_10_KC_BUF,2014,10,KC,5.384,4.681
2014_11_SEA_KC,2014,11,KC,4.681,3.259
2014_12_KC_OAK,2014,12,KC,3.259,3.364
2014_13_DEN_KC,2014,13,KC,3.364,4.925
2014_14_KC_ARI,2014,14,KC,4.925,3.487
2014_15_OAK_KC,2014,15,KC,3.487,4.452
2014_16_KC_PIT,2014,16,KC,4.452,4.772
2014_17_LAC_KC,2014,17,KC,4.772,7.483
2015_01_KC_HOU,2015,1,KC,4.796,4.489
2015_02_DEN_KC,2015,2,KC,4.489,5.116
2015_03_KC_GB,2015,3,KC,5.116,2.626
2015_04_KC_CIN,2015,4,KC,2.626,1.126
2015_05_CHI_KC,2015,5,KC,1.126,0.397
2015_06_KC_MIN,2015,6,KC,0.397,1.441
2015_07_PIT_KC,2015,7,KC,1.441,2.334
2015_08_DET_KC,2015,8,KC,2.334,4.982
2015_10_KC_DEN,2015,10,KC,4.982,10.346
2015_11_KC_LAC,2015,11,KC,10.346,12.303
2015_12_BUF_KC,2015,12,KC,12.303,9.354
2015_13_KC_OAK,2015,13,KC,9.354,10.627
2015_14_LAC_KC,2015,14,KC,10.627,12.398
2015_15_KC_BAL,2015,15,KC,12.398,10.827
2015_16_CLE_KC,2015,16,KC,10.827,9.522
2015_17_OAK_KC,2015,17,KC,9.522,10.963
2015_18_KC_HOU,2015,18,KC,10.963,13.705
2015_19_KC_NE,2015,19,KC,13.705,11.566
2016_01_LAC_KC,2016,1,KC,7.414,6.554
2016_02_KC_HOU,2016,2,KC,6.554,6.38
2016_03_NYJ_KC,2016,3,KC,6.38,10.42
2016_04_KC_PIT,2016,4,KC,10.42,7.396
2016_06_KC_OAK,2016,6,KC,7.396,7.931
2016_07_NO_KC,2016,7,KC,7.931,6.585
2016_08_KC_IND,2016,8,KC,6.585,7.048
2016_09_JAX_KC,2016,9,KC,7.048,6.191
2016_10_KC_CAR,2016,10,KC,6.191,5.285
2016_11_TB_KC,2016,11,KC,5.285,3.838
2016_12_KC_DEN,2016,12,KC,3.838,1.556
2016_13_KC_ATL,2016,13,KC,1.556,1.274
2016_14_OAK_KC,2016,14,KC,1.274,3.761
2016_15_TEN_KC,2016,15,KC,3.761,4.355
2016_16_DEN_KC,2016,16,KC,4.355,5.688
2016_17_KC_LAC,2016,17,KC,5.688,5.335
2016_19_PIT_KC,2016,19,KC,5.335,6.312
2017_01_KC_NE,2017,1,KC,4.046,6.188
2017_02_PHI_KC,2017,2,KC,6.188,5.749
2017_03_KC_LAC,2017,3,KC,5.749,8.596
2017_04_WAS_KC,2017,4,KC,8.596,7.529
2017_05_KC_HOU,2017,5,KC,7.529,4.651
2017_06_PIT_KC,2017,6,KC,4.651,4.298
2017_07_KC_OAK,2017,7,KC,4.298,1.534
2017_08_DEN_KC,2017,8,KC,1.534,3.047
2017_09_KC_DAL,2017,9,KC,3.047,1.014
2017_11_KC_NYG,2017,11,KC,1.014,1.101
2017_12_BUF_KC,2017,12,KC,1.101,0.983
2017_13_KC_NYJ,2017,13,KC,0.983,-2.286
2017_14_OAK_KC,2017,14,KC,-2.286,-0.328
2017_15_LAC_KC,2017,15,KC,-0.328,2.242
2017_16_MIA_KC,2017,16,KC,2.242,1.137
2017_17_KC_DEN,2017,17,KC,1.137,0.701
2017_18_TEN_KC,2017,18,KC,0.701,0.253
2018_01_KC_LAC,2018,1,KC,0.162,-1.956
2018_02_KC_PIT,2018,2,KC,-1.956,-5.524
2018_03_SF_KC,2018,3,KC,-5.524,-6.021
2018_04_KC_DEN,2018,4,KC,-6.021,-4.244
2018_05_JAX_KC,2018,5,KC,-4.244,-2.731
2018_06_KC_NE,2018,6,KC,-2.731,-3.38
2018_07_CIN_KC,2018,7,KC,-3.38,-1.469
2018_08_DEN_KC,2018,8,KC,-1.469,-1.051
2018_09_KC_CLE,2018,9,KC,-1.051,-2.562
2018_10_ARI_KC,2018,10,KC,-2.562,-0.541
2018_11_KC_LAR,2018,11,KC,-0.541,-2.193
2018_13_KC_OAK,2018,13,KC,-2.193,-3.999
2018_14_BAL_KC,2018,14,KC,-3.999,-4.836
2018_15_LAC_KC,2018,15,KC,-4.836,-3.333
2018_16_KC_SEA,2018,16,KC,-3.333,-4.553
2018_17_OAK_KC,2018,17,KC,-4.553,-2.917
2018_19_IND_KC,2018,19,KC,-2.917,-0.925
2018_20_NE_KC,2018,20,KC,-0.925,-1.082
2019_01_KC_JAX,2019,1,KC,-0.694,0.338
2019_02_KC_OAK,2019,2,KC,0.338,1.723
2019_03_BAL_KC,2019,3,KC,1.723,0.802
2019_04_KC_DET,2019,4,KC,0.802,-0.389
2019_05_IND_KC,2019,5,KC,-0.389,0.308
2019_06_HOU_KC,2019,6,KC,0.308,-0.7
2019_07_KC_DEN,2019,7,KC,-0.7,1.548
2019_08_GB_KC,2019,8,KC,1.548,1.28
2019_09_MIN_KC,2019,9,KC,1.28,1.51
2019_10_KC_TEN,2019,10,KC,1.51,1.167
2019_11_KC_LAC,2019,11,KC,1.167,2.991
2019_13_OAK_KC,2019,13,KC,2.991,3.878
2019_14_KC_NE,2019,14,KC,3.878,5.5
2019_15_DEN_KC,2019,15,KC,5.5,6.95
2019_16_KC_CHI,2019,16,KC,6.95,8.287
2019_17_LAC_KC,2019,17,KC,8.287,7.983
2019_19_HOU_KC,2019,19,KC,7.983,5.644
2019_20_TEN_KC,2019,20,KC,5.644,4.525
2019_21_SF_KC,2019,21,KC,4.525,4.051
2020_01_HOU_KC,2020,1,KC,2.597,3.393
2020_02_KC_LAC,2020,2,KC,3.393,0.987
2020_03_KC_BAL,2020,3,KC,0.987,2.647
2020_04_NE_KC,2020,4,KC,2.647,3.645
2020_05_OAK_KC,2020,5,KC,3.645,2.46
2020_06_KC_BUF,2020,6,KC,2.46,3.413
2020_07_KC_DEN,2020,7,KC,3.413,3.261
2020_08_NYJ_KC,2020,8,KC,3.261,3.205
2020_09_CAR_KC,2020,9,KC,3.205,0.502
2020_11_KC_OAK,2020,11,KC,0.502,-1.325
2020_12_KC_TB,2020,12,KC,-1.325,-1.536
2020_13_DEN_KC,2020,13,KC,-1.536,-0.992
2020_14_KC_MIA,2020,14,KC,-0.992,-1.777
2020_15_KC_NO,2020,15,KC,-1.777,-0.714
2020_16_ATL_KC,2020,16,KC,-0.714,-0.823
2020_17_LAC_KC,2020,17,KC,-0.823,-1.814
2020_19_CLE_KC,2020,19,KC,-1.814,-1.193
2020_20_BUF_KC,2020,20,KC,-1.193,-0.83
2020_21_KC_TB,2020,21,KC,-0.83,-0.912
2021_01_CLE_KC,2021,1,KC,-0.585,-0.512
2021_02_KC_BAL,2021,2,KC,-0.512,-2.024
2021_03_LAC_KC,2021,3,KC,-2.024,-3.77
2021_04_KC_PHI,2021,4,KC,-3.77,-5.598
2021_05_BUF_KC,2021,5,KC,-5.598,-7.417
2021_06_KC_WAS,2021,6,KC,-7.417,-7.256
2021_07_KC_TEN,2021,7,KC,-7.256,-8.175
2021_08_NYG_KC,2021,8,KC,-8.175,-7.62
2021_09_GB_KC,2021,9,KC,-7.62,-6.893
2021_10_KC_OAK,2021,10,KC,-6.893,-7.464
2021_11_DAL_KC,2021,11,KC,-7.464,-3.362
2021_13_DEN_KC,2021,13,KC,-3.362,-2.576
2021_14_OAK_KC,2021,14,KC,-2.576,-1.51
2021_15_KC_LAC,2021,15,KC,-1.51,-1.993
2021_16_PIT_KC,2021,16,KC,-1.993,-1.011
2021_17_KC_CIN,2021,17,KC,-1.011,-3.664
2021_18_KC_DEN,2021,18,KC,-3.664,-4.108
2021_19_PIT_KC,2021,19,KC,-4.108,-4.449
2021_20_BUF_KC,2021,20,KC,-4.449,-6.309
2021_21_CIN_KC,2021,21,KC,-6.309,-6.121
2022_01_KC_ARI,2022,1,KC,-3.924,-4.434
2022_02_LAC_KC,2022,2,KC,-4.434,-5.397
2022_03_KC_IND,2022,3,KC,-5.397,-5.539
2022_04_KC_TB,2022,4,KC,-5.539,-8.65
2022_05_OAK_KC,2022,5,KC,-8.65,-9.082
2022_06_BUF_KC,2022,6,KC,-9.082,-10.065
2022_07_KC_SF,2022,7,KC,-10.065,-10.083
2022_09_TEN_KC,2022,9,KC,-10.083,-8.403
2022_10_JAX_KC,2022,10,KC,-8.403,-8.383
2022_11_KC_LAC,2022,11,KC,-8.383,-8.012
2022_12_LAR_KC,2022,12,KC,-8.012,-6.482
2022_13_KC_CIN,2022,13,KC,-6.482,-8.253
2022_14_KC_DEN,2022,14,KC,-8.253,-8.434
2022_15_KC_HOU,2022,15,KC,-8.434,-9.674
2022_16_SEA_KC,2022,16,KC,-9.674,-8.723
2022_17_DEN_KC,2022,17,KC,-8.723,-9.375
2022_18_KC_OAK,2022,18,KC,-9.375,-9.283
2022_20_JAX_KC,2022,20,KC,-9.283,-8.075
2022_21_CIN_KC,2022,21,KC,-8.075,-6.068
2022_22_KC_PHI,2022,22,KC,-6.068,-9.38
2023_01_DET_KC,2023,1,KC,-6.012,-6.218
2023_02_KC_JAX,2023,2,KC,-6.218,-5.211
2023_03_CHI_KC,2023,3,KC,-5.211,-4.122
2023_04_KC_NYJ,2023,4,KC,-4.122,-5.899
2023_05_KC_MIN,2023,5,KC,-5.899,-6.105
2023_06_DEN_KC,2023,6,KC,-6.105,-3.996
2023_07_LAC_KC,2023,7,KC,-3.996,-0.79
2023_08_KC_DEN,2023,8,KC,-0.79,0.444
2023_09_MIA_KC,2023,9,KC,0.444,0.892
2023_11_PHI_KC,2023,11,KC,0.892,3.143
2023_12_KC_OAK,2023,12,KC,3.143,0.623
2023_13_KC_GB,2023,13,KC,0.623,-0.885
2023_14_BUF_KC,2023,14,KC,-0.885,0.963
2023_15_KC_NE,2023,15,KC,0.963,1.542
2023_16_OAK_KC,2023,16,KC,1.542,3.609
2023_17_CIN_KC,2023,17,KC,3.609,3.676
2023_18_KC_LAC,2023,18,KC,3.676,1.693
2023_19_MIA_KC,2023,19,KC,1.693,2.108
2023_20_KC_BUF,2023,20,KC,2.108,0.398
2023_21_KC_BAL,2023,21,KC,0.398,1.983
2023_22_SF_KC,2023,22,KC,1.983,0.965
2024_01_BAL_KC,2024,1,KC,0.618,-1.332
2024_02_CIN_KC,2024,2,KC,-1.332,-1.292
2024_03_KC_ATL,2024,3,KC,-1.292,-1.082
2024_04_KC_LAC,2024,4,KC,-1.082,-0.904
2024_05_NO_KC,2024,5,KC,-0.904,0.15
2024_07_KC_SF,2024,7,KC,0.15,1.477
2024_08_KC_OAK,2024,8,KC,1.477,0.335
2024_09_TB_KC,2024,9,KC,0.335,0.075
2024_10_DEN_KC,2024,10,KC,0.075,-0.521
2024_11_KC_BUF,2024,11,KC,-0.521,-1.333
2024_12_KC_CAR,2024,12,KC,-1.333,-2.521
2024_13_OAK_KC,2024,13,KC,-2.521,-3.58
2024_14_LAC_KC,2024,14,KC,-3.58,-2.87
2024_15_KC_CLE,2024,15,KC,-2.87,0.898
2024_16_HOU_KC,2024,16,KC,0.898,1.333
2024_17_KC_PIT,2024,17,KC,1.333,2.089
2024_18_KC_DEN,2024,18,KC,2.089,-2.002
2024_20_HOU_KC,2024,20,KC,-2.002,-0.986
2024_21_BUF_KC,2024,21,KC,-0.986,-0.3
2024_22_KC_PHI,2024,22,KC,-0.3,-2.488
2025_01_KC_LAC,2025,1,KC,-1.595,-3.996
2025_02_PHI_KC,2025,2,KC,-3.996,-2.404
2025_03_KC_NYG,2025,3,KC,-2.404,0.126
2025_04_BAL_KC,2025,4,KC,0.126,1.875
2025_05_KC_JAX,2025,5,KC,1.875,0.383
2025_06_DET_KC,2025,6,KC,0.383,0.08
2025_07_OAK_KC,2025,7,KC,0.08,1.553
2025_08_WAS_KC,2025,8,KC,1.553,2.303
2025_09_KC_BUF,2025,9,KC,2.303,1.106
2025_11_KC_DEN,2025,11,KC,1.106,1.363
2025_12_IND_KC,2025,12,KC,1.363,0.122
2025_13_KC_DAL,2025,13,KC,0.122,-0.848
2025_14_HOU_KC,2025,14,KC,-0.848,0.568
2025_15_LAC_KC,2025,15,KC,0.568,1.231
2025_16_KC_TEN,2025,16,KC,1.231,-0.273
2025_17_DEN_KC,2025,17,KC,-0.273,-1.362
2025_18_KC_OAK,2025,18,KC,-1.362,0.113
2026_01_DEN_KC,2026,1,KC,0.073,1.713
